eps_p,s_p,fitness,ghost_count,mu36
0.890,0.080,3.3384,0,6.6738
0.900,0.080,3.1971,0,6.6550
0.910,0.080,2.9414,0,6.6367
0.920,0.080,2.6714,0,6.6190
0.930,0.080,2.4315,0,6.6018
0.940,0.080,2.3488,0,6.5851
0.950,0.080,2.2680,0,6.5689
0.960,0.080,2.1911,0,6.5531
0.970,0.080,2.2286,0,6.5378
0.980,0.080,2.6332,0,6.5229
0.990,0.080,2.5854,0,6.5085
1.000,0.080,2.3357,0,6.4944
1.010,0.080,2.3696,0,6.4808
1.020,0.080,2.4026,0,6.4675
1.030,0.080,2.6313,0,6.4545
1.040,0.080,3.0496,0,6.4419
1.050,0.080,3.5197,0,6.4297
1.060,0.080,3.5555,0,6.4178
1.070,0.080,3.4100,0,6.4061
1.080,0.080,2.9707,0,6.3948
1.090,0.080,2.5023,0,6.3838
1.100,0.080,2.3560,0,6.3730
1.110,0.080,2.3658,0,6.3626
1.120,0.080,2.4249,0,6.3523
1.130,0.080,2.5735,0,6.3424
1.140,0.080,2.7199,0,6.3327
1.150,0.080,2.8640,0,6.3232
1.160,0.080,3.0059,0,6.3140
1.170,0.080,2.9644,0,6.3049
1.180,0.080,2.9182,0,6.2961
1.190,0.080,2.9409,0,6.2875
1.200,0.080,2.7787,0,6.2791
0.400,0.090,1.5825,1,9.4384
0.410,0.090,2.5508,1,9.2937
0.420,0.090,2.2000,1,9.1571
0.430,0.090,1.3594,1,9.0282
0.440,0.090,1.6983,1,8.9062
0.450,0.090,2.3135,1,8.7908
0.460,0.090,2.2552,1,8.6814
0.470,0.090,2.8806,1,8.5776
0.480,0.090,2.2955,1,8.4791
0.490,0.090,1.5519,1,8.3855
0.500,0.090,1.3184,1,8.2966
0.510,0.090,1.1854,1,8.2119
0.520,0.090,1.5811,1,8.1312
0.530,0.090,2.1577,0,8.0544
0.540,0.090,2.1973,0,7.9810
0.550,0.090,2.8313,0,7.9111
0.560,0.090,3.8298,0,7.8442
0.570,0.090,3.3214,0,7.7803
0.580,0.090,2.6260,0,7.7192
0.590,0.090,2.1206,0,7.6608
0.600,0.090,2.3999,0,7.6048
0.610,0.090,2.5410,0,7.5512
0.620,0.090,2.6211,0,7.4997
0.630,0.090,2.8992,0,7.4504
0.640,0.090,3.1700,0,7.4031
0.650,0.090,3.5412,0,7.3576
0.660,0.090,3.3577,0,7.3140
0.670,0.090,3.1177,0,7.2720
0.680,0.090,3.0947,0,7.2316
0.690,0.090,3.0717,0,7.1928
0.700,0.090,3.7448,0,7.1554
0.710,0.090,4.5093,0,7.1194
0.720,0.090,4.0130,0,7.0848
0.730,0.090,3.4130,0,7.0514
0.740,0.090,3.1282,0,7.0191
0.750,0.090,2.9723,0,6.9881
0.760,0.090,3.1642,0,6.9581
0.770,0.090,3.4228,0,6.9291
0.780,0.090,3.5207,0,6.9011
0.790,0.090,3.6440,0,6.8741
0.800,0.090,3.6269,0,6.8480
0.810,0.090,3.3734,0,6.8228
0.820,0.090,3.1266,0,6.7984
0.830,0.090,2.9666,0,6.7747
0.840,0.090,2.9463,0,6.7519
0.850,0.090,2.9861,0,6.7298
0.860,0.090,3.1951,0,6.7083
0.870,0.090,3.4507,0,6.6876
0.880,0.090,3.4757,0,6.6674
0.890,0.090,3.3307,0,6.6479
0.900,0.090,3.1479,0,6.6290
0.910,0.090,2.8387,0,6.6107
0.920,0.090,2.5660,0,6.5929
0.930,0.090,2.3539,0,6.5756
0.940,0.090,2.2702,0,6.5588
0.950,0.090,2.2695,0,6.5426
0.960,0.090,2.3086,0,6.5268
0.970,0.090,2.3467,0,6.5114
0.980,0.090,2.5577,0,6.4965
0.990,0.090,3.0011,0,6.4819
1.000,0.090,2.7046,0,6.4678
1.010,0.090,2.4896,0,6.4541
1.020,0.090,2.5231,0,6.4408
1.030,0.090,2.5558,0,6.4278
1.040,0.090,2.8020,0,6.4151
1.050,0.090,3.0227,0,6.4028
1.060,0.090,3.2517,0,6.3908
1.070,0.090,3.1229,0,6.3792
1.080,0.090,3.0258,0,6.3678
1.090,0.090,2.5152,0,6.3567
1.100,0.090,2.0523,0,6.3459
1.110,0.090,1.6222,0,6.3354
1.120,0.090,1.7451,0,6.3252
1.130,0.090,1.8924,0,6.3152
1.140,0.090,2.0375,0,6.3054
1.150,0.090,2.1845,0,6.2959
1.160,0.090,2.4005,0,6.2866
1.170,0.090,2.6128,0,6.2775
1.180,0.090,2.8214,0,6.2687
1.190,0.090,2.9319,0,6.2601
1.200,0.090,2.8853,0,6.2516
0.400,0.100,1.4996,1,9.4202
0.410,0.100,2.6519,1,9.2752
0.420,0.100,2.0761,1,9.1384
0.430,0.100,1.4770,1,9.0092
0.440,0.100,2.0160,1,8.8869
0.450,0.100,2.4178,1,8.7712
0.460,0.100,2.4733,1,8.6616
0.470,0.100,2.7758,1,8.5576
0.480,0.100,1.9424,1,8.4589
0.490,0.100,1.3144,1,8.3651
0.500,0.100,1.0757,1,8.2759
0.510,0.100,1.0000,1,8.1910
0.520,0.100,1.4470,1,8.1101
0.530,0.100,2.1476,0,8.0330
0.540,0.100,2.6395,0,7.9595
0.550,0.100,3.2838,0,7.8894
0.560,0.100,3.6739,0,7.8223
0.570,0.100,3.0687,0,7.7583
0.580,0.100,2.4076,0,7.6970
0.590,0.100,2.3751,0,7.6384
0.600,0.100,2.6435,0,7.5822
0.610,0.100,3.2545,0,7.5284
0.620,0.100,3.2354,0,7.4768
0.630,0.100,3.4382,0,7.4274
0.640,0.100,3.4708,0,7.3799
0.650,0.100,3.1360,0,7.3343
0.660,0.100,2.8172,0,7.2905
0.670,0.100,2.7305,0,7.2484
0.680,0.100,2.7039,0,7.2079
0.690,0.100,2.8730,0,7.1689
0.700,0.100,3.6700,0,7.1314
0.710,0.100,4.1602,0,7.0953
0.720,0.100,4.0655,0,7.0605
0.730,0.100,3.3255,0,7.0270
0.740,0.100,3.0670,0,6.9947
0.750,0.100,3.2336,0,6.9635
0.760,0.100,3.3907,0,6.9334
0.770,0.100,3.5170,0,6.9043
0.780,0.100,3.6450,0,6.8763
0.790,0.100,3.6489,0,6.8491
0.800,0.100,3.3858,0,6.8229
0.810,0.100,3.1296,0,6.7976
0.820,0.100,2.8801,0,6.7731
0.830,0.100,2.7294,0,6.7494
0.840,0.100,2.7224,0,6.7264
0.850,0.100,2.9639,0,6.7042
0.860,0.100,3.2267,0,6.6827
0.870,0.100,3.4845,0,6.6619
0.880,0.100,3.4702,0,6.6417
0.890,0.100,3.3041,0,6.6221
0.900,0.100,3.0175,0,6.6031
0.910,0.100,2.7366,0,6.5847
0.920,0.100,2.5282,0,6.5668
0.930,0.100,2.5722,0,6.5495
0.940,0.100,2.5853,0,6.5327
0.950,0.100,2.5610,0,6.5163
0.960,0.100,2.5366,0,6.5004
0.970,0.100,2.5121,0,6.4850
0.980,0.100,2.5032,0,6.4700
0.990,0.100,2.9649,0,6.4554
1.000,0.100,3.1291,0,6.4413
1.010,0.100,2.8367,0,6.4275
1.020,0.100,2.5162,0,6.4141
1.030,0.100,2.3454,0,6.4010
1.040,0.100,2.2405,0,6.3883
1.050,0.100,2.4593,0,6.3760
1.060,0.100,2.7035,0,6.3640
1.070,0.100,2.8717,0,6.3522
1.080,0.100,2.7733,0,6.3408
1.090,0.100,2.6116,0,6.3297
1.100,0.100,2.0697,0,6.3189
1.110,0.100,1.6498,0,6.3083
1.120,0.100,1.4537,0,6.2980
1.130,0.100,1.5699,0,6.2880
1.140,0.100,1.6968,0,6.2782
1.150,0.100,1.8217,0,6.2686
1.160,0.100,1.9444,0,6.2593
1.170,0.100,2.1430,0,6.2502
1.180,0.100,2.3514,0,6.2413
1.190,0.100,2.3081,0,6.2326
1.200,0.100,2.2584,0,6.2241
0.400,0.110,1.4889,1,9.4021
0.410,0.110,2.5699,1,9.2568
0.420,0.110,2.0155,1,9.1197
0.430,0.110,1.6950,1,8.9902
0.440,0.110,2.3344,1,8.8677
0.450,0.110,2.5226,1,8.7518
0.460,0.110,2.3848,1,8.6419
0.470,0.110,2.4312,1,8.5376
0.480,0.110,1.5883,1,8.4387
0.490,0.110,1.0760,1,8.3447
0.500,0.110,1.0000,1,8.2552
0.510,0.110,1.0000,1,8.1701
0.520,0.110,1.3109,1,8.0891
0.530,0.110,2.0274,0,8.0118
0.540,0.110,3.0842,0,7.9381
0.550,0.110,3.7389,0,7.8677
0.560,0.110,3.4256,0,7.8005
0.570,0.110,2.9632,0,7.7363
0.580,0.110,2.5729,0,7.6748
0.590,0.110,2.7666,0,7.6160
0.600,0.110,3.0820,0,7.5597
0.610,0.110,3.9451,0,7.5057
0.620,0.110,3.8689,0,7.4540
0.630,0.110,3.4042,0,7.4044
0.640,0.110,2.9328,0,7.3567
0.650,0.110,2.5991,0,7.3110
0.660,0.110,2.3713,0,7.2671
0.670,0.110,2.3410,0,7.2248
0.680,0.110,2.4765,0,7.1842
0.690,0.110,3.0497,0,7.1451
0.700,0.110,3.3170,0,7.1075
0.710,0.110,3.8059,0,7.0712
0.720,0.110,4.1219,0,7.0363
0.730,0.110,3.2383,0,7.0027
0.740,0.110,3.3281,0,6.9702
0.750,0.110,3.4717,0,6.9389
0.760,0.110,3.5649,0,6.9087
0.770,0.110,3.6406,0,6.8796
0.780,0.110,3.6823,0,6.8514
0.790,0.110,3.4093,0,6.8242
0.800,0.110,3.1435,0,6.7979
0.810,0.110,2.8844,0,6.7725
0.820,0.110,2.6321,0,6.7479
0.830,0.110,2.4897,0,6.7241
0.840,0.110,2.7219,0,6.7010
0.850,0.110,2.9921,0,6.6787
0.860,0.110,3.2572,0,6.6571
0.870,0.110,3.5173,0,6.6362
0.880,0.110,3.4658,0,6.6160
0.890,0.110,3.2081,0,6.5963
0.900,0.110,2.9188,0,6.5772
0.910,0.110,2.6352,0,6.5587
0.920,0.110,2.4513,0,6.5408
0.930,0.110,2.4227,0,6.5234
0.940,0.110,2.5408,0,6.5065
0.950,0.110,2.7726,0,6.4901
0.960,0.110,2.9995,0,6.4741
0.970,0.110,3.1260,0,6.4587
0.980,0.110,3.1050,0,6.4436
0.990,0.110,3.0838,0,6.4290
1.000,0.110,3.2434,0,6.4147
1.010,0.110,2.9356,0,6.4009
1.020,0.110,2.4743,0,6.3874
1.030,0.110,2.2466,0,6.3743
1.040,0.110,2.0236,0,6.3616
1.050,0.110,1.9779,0,6.3492
1.060,0.110,2.1851,0,6.3371
1.070,0.110,2.4624,0,6.3253
1.080,0.110,2.5187,0,6.3139
1.090,0.110,2.4212,0,6.3027
1.100,0.110,2.1303,0,6.2918
1.110,0.110,1.8586,0,6.2812
1.120,0.110,1.6368,0,6.2709
1.130,0.110,1.6023,0,6.2608
1.140,0.110,1.7307,0,6.2509
1.150,0.110,1.8570,0,6.2413
1.160,0.110,1.9811,0,6.2320
1.170,0.110,2.1032,0,6.2228
1.180,0.110,2.0813,0,6.2139
1.190,0.110,1.9409,0,6.2052
1.200,0.110,1.8028,0,6.1967
0.400,0.120,1.5987,1,9.3840
0.410,0.120,2.4875,1,9.2385
0.420,0.120,2.0919,1,9.1011
0.430,0.120,1.9821,1,8.9713
0.440,0.120,2.6537,1,8.8486
0.450,0.120,2.4370,1,8.7324
0.460,0.120,2.2747,1,8.6222
0.470,0.120,2.0856,1,8.5177
0.480,0.120,1.2330,1,8.4186
0.490,0.120,1.0000,1,8.3243
0.500,0.120,1.0000,1,8.2347
0.510,0.120,1.0000,1,8.1493
0.520,0.120,1.1843,0,8.0681
0.530,0.120,2.0617,0,7.9906
0.540,0.120,3.5316,0,7.9167
0.550,0.120,4.1536,0,7.8461
0.560,0.120,3.3871,0,7.7787
0.570,0.120,2.9686,0,7.7143
0.580,0.120,2.9520,0,7.6527
0.590,0.120,3.2832,0,7.5937
0.600,0.120,3.6060,0,7.5372
0.610,0.120,4.0181,0,7.4831
0.620,0.120,3.8337,0,7.4312
0.630,0.120,3.0208,0,7.3814
0.640,0.120,2.4000,0,7.3336
0.650,0.120,2.0593,0,7.2878
0.660,0.120,1.9833,0,7.2437
0.670,0.120,2.2981,0,7.2013
0.680,0.120,2.6484,0,7.1605
0.690,0.120,3.0213,0,7.1213
0.700,0.120,3.1716,0,7.0836
0.710,0.120,3.4463,0,7.0472
0.720,0.120,3.8021,0,7.0122
0.730,0.120,3.5410,0,6.9784
0.740,0.120,3.5802,0,6.9459
0.750,0.120,3.6869,0,6.9144
0.760,0.120,3.6536,0,6.8841
0.770,0.120,3.7277,0,6.8549
0.780,0.120,3.4444,0,6.8266
0.790,0.120,3.1685,0,6.7993
0.800,0.120,2.8997,0,6.7729
0.810,0.120,2.6378,0,6.7474
0.820,0.120,2.3848,0,6.7227
0.830,0.120,2.4690,0,6.6988
0.840,0.120,2.7467,0,6.6757
0.850,0.120,3.0192,0,6.6533
0.860,0.120,3.2866,0,6.6316
0.870,0.120,3.5490,0,6.6106
0.880,0.120,3.4108,0,6.5903
0.890,0.120,3.1129,0,6.5705
0.900,0.120,2.8357,0,6.5514
0.910,0.120,2.6885,0,6.5328
0.920,0.120,2.5436,0,6.5148
0.930,0.120,2.5413,0,6.4973
0.940,0.120,2.5842,0,6.4804
0.950,0.120,2.6260,0,6.4639
0.960,0.120,2.7250,0,6.4479
0.970,0.120,2.9461,0,6.4323
0.980,0.120,3.0831,0,6.4172
0.990,0.120,3.0654,0,6.4025
1.000,0.120,3.0486,0,6.3882
1.010,0.120,2.9593,0,6.3743
1.020,0.120,2.6895,0,6.3608
1.030,0.120,2.4622,0,6.3477
1.040,0.120,2.2397,0,6.3349
1.050,0.120,2.0217,0,6.3224
1.060,0.120,2.0791,0,6.3103
1.070,0.120,2.2423,0,6.2985
1.080,0.120,2.5648,0,6.2869
1.090,0.120,2.4620,0,6.2757
1.100,0.120,2.3613,0,6.2648
1.110,0.120,2.1707,0,6.2541
1.120,0.120,1.9503,0,6.2437
1.130,0.120,1.7322,0,6.2336
1.140,0.120,1.7635,0,6.2237
1.150,0.120,1.8913,0,6.2141
1.160,0.120,2.0169,0,6.2047
1.170,0.120,2.1168,0,6.1955
1.180,0.120,1.9721,0,6.1865
1.190,0.120,1.8299,0,6.1778
1.200,0.120,1.6902,0,6.1692
0.400,0.130,1.8235,1,9.3660
0.410,0.130,2.5694,1,9.2202
0.420,0.130,2.2379,1,9.0825
0.430,0.130,2.2703,1,8.9525
0.440,0.130,2.8813,1,8.8295
0.450,0.130,2.2157,1,8.7130
0.460,0.130,2.1640,1,8.6026
0.470,0.130,1.7389,1,8.4979
0.480,0.130,1.0201,1,8.3985
0.490,0.130,1.0000,1,8.3040
0.500,0.130,1.0000,1,8.2141
0.510,0.130,1.0000,1,8.1286
0.520,0.130,1.0710,0,8.0471
0.530,0.130,2.1980,0,7.9694
0.540,0.130,3.8323,0,7.8953
0.550,0.130,4.1794,0,7.8246
0.560,0.130,3.3938,0,7.7570
0.570,0.130,3.0838,0,7.6924
0.580,0.130,3.4637,0,7.6306
0.590,0.130,3.6834,0,7.5714
0.600,0.130,3.6375,0,7.5148
0.610,0.130,3.5984,0,7.4605
0.620,0.130,3.4888,0,7.4085
0.630,0.130,2.6699,0,7.3585
0.640,0.130,1.8652,0,7.3106
0.650,0.130,1.8065,0,7.2646
0.660,0.130,2.1492,0,7.2203
0.670,0.130,2.4827,0,7.1778
0.680,0.130,2.8202,0,7.1369
0.690,0.130,2.8626,0,7.0976
0.700,0.130,3.0663,0,7.0597
0.710,0.130,3.2707,0,7.0232
0.720,0.130,3.5783,0,6.9881
0.730,0.130,3.9514,0,6.9542
0.740,0.130,3.7955,0,6.9215
0.750,0.130,3.9040,0,6.8900
0.760,0.130,3.7541,0,6.8596
0.770,0.130,3.4915,0,6.8302
0.780,0.130,3.2052,0,6.8018
0.790,0.130,2.9262,0,6.7744
0.800,0.130,2.6545,0,6.7479
0.810,0.130,2.3947,0,6.7223
0.820,0.130,2.3254,0,6.6975
0.830,0.130,2.4902,0,6.6736
0.840,0.130,2.7702,0,6.6504
0.850,0.130,3.0451,0,6.6279
0.860,0.130,3.3148,0,6.6061
0.870,0.130,3.5795,0,6.5850
0.880,0.130,3.3191,0,6.5646
0.890,0.130,3.0827,0,6.5448
0.900,0.130,2.9322,0,6.5256
0.910,0.130,2.7840,0,6.5069
0.920,0.130,2.6379,0,6.4889
0.930,0.130,2.6608,0,6.4713
0.940,0.130,2.7043,0,6.4543
0.950,0.130,2.7467,0,6.4377
0.960,0.130,2.7778,0,6.4217
0.970,0.130,2.5742,0,6.4060
0.980,0.130,2.3907,0,6.3909
0.990,0.130,2.3692,0,6.3761
1.000,0.130,2.3486,0,6.3618
1.010,0.130,2.4800,0,6.3478
1.020,0.130,2.4853,0,6.3342
1.030,0.130,2.2924,0,6.3210
1.040,0.130,2.2754,0,6.3082
1.050,0.130,2.2471,0,6.2957
1.060,0.130,2.1330,0,6.2835
1.070,0.130,2.3774,0,6.2716
1.080,0.130,2.6349,0,6.2600
1.090,0.130,2.8987,0,6.2488
1.100,0.130,2.7995,0,6.2378
1.110,0.130,2.7243,0,6.2271
1.120,0.130,2.6077,0,6.2167
1.130,0.130,2.3044,0,6.2065
1.140,0.130,2.0050,0,6.1966
1.150,0.130,2.0057,0,6.1869
1.160,0.130,2.0515,0,6.1774
1.170,0.130,2.0098,0,6.1682
1.180,0.130,1.8633,0,6.1592
1.190,0.130,1.7194,0,6.1504
1.200,0.130,1.5780,0,6.1418
0.400,0.140,2.1365,1,9.3481
0.410,0.140,2.6818,1,9.2020
0.420,0.140,2.4201,1,9.0640
0.430,0.140,2.5594,1,8.9337
0.440,0.140,2.7052,1,8.8104
0.450,0.140,1.9936,1,8.6937
0.460,0.140,2.0528,1,8.5831
0.470,0.140,1.4990,1,8.4781
0.480,0.140,1.0000,1,8.3785
0.490,0.140,1.0000,1,8.2838
0.500,0.140,1.0000,1,8.1937
0.510,0.140,1.0000,1,8.1079
0.520,0.140,1.0965,0,8.0262
0.530,0.140,2.3331,0,7.9484
0.540,0.140,3.9746,0,7.8740
0.550,0.140,4.0906,0,7.8031
0.560,0.140,3.4508,0,7.7353
0.570,0.140,3.5612,0,7.6705
0.580,0.140,3.7100,0,7.6086
0.590,0.140,3.6628,0,7.5492
0.600,0.140,3.3645,0,7.4924
0.610,0.140,2.9042,0,7.4380
0.620,0.140,2.9799,0,7.3858
0.630,0.140,2.3916,0,7.3357
0.640,0.140,1.8530,0,7.2876
0.650,0.140,1.9853,0,7.2414
0.660,0.140,2.3314,0,7.1971
0.670,0.140,2.6681,0,7.1544
0.680,0.140,2.6789,0,7.1134
0.690,0.140,2.7514,0,7.0739
0.700,0.140,2.9592,0,7.0359
0.710,0.140,3.1645,0,6.9993
0.720,0.140,3.7502,0,6.9640
0.730,0.140,3.9968,0,6.9300
0.740,0.140,4.0128,0,6.8972
0.750,0.140,4.0121,0,6.8656
0.760,0.140,3.5512,0,6.8351
0.770,0.140,3.2540,0,6.8056
0.780,0.140,2.9646,0,6.7771
0.790,0.140,2.6826,0,6.7496
0.800,0.140,2.4079,0,6.7230
0.810,0.140,2.3357,0,6.6973
0.820,0.140,2.3197,0,6.6724
0.830,0.140,2.5102,0,6.6484
0.840,0.140,2.7926,0,6.6251
0.850,0.140,3.0697,0,6.6025
0.860,0.140,3.3418,0,6.5807
0.870,0.140,3.5345,0,6.5595
0.880,0.140,3.3361,0,6.5390
0.890,0.140,3.1823,0,6.5191
0.900,0.140,3.0308,0,6.4998
0.910,0.140,2.8814,0,6.4811
0.920,0.140,2.7360,0,6.4629
0.930,0.140,2.7813,0,6.4453
0.940,0.140,2.8254,0,6.4282
0.950,0.140,2.7013,0,6.4116
0.960,0.140,2.4905,0,6.3955
0.970,0.140,2.2845,0,6.3798
0.980,0.140,2.0832,0,6.3645
0.990,0.140,1.8866,0,6.3497
1.000,0.140,1.7033,0,6.3353
1.010,0.140,1.9562,0,6.3213
1.020,0.140,2.2070,0,6.3077
1.030,0.140,2.0375,0,6.2944
1.040,0.140,1.6754,0,6.2815
1.050,0.140,1.7582,0,6.2689
1.060,0.140,1.8395,0,6.2567
1.070,0.140,1.9811,0,6.2448
1.080,0.140,2.4267,0,6.2332
1.090,0.140,2.8662,0,6.2219
1.100,0.140,3.2423,0,6.2108
1.110,0.140,3.1466,0,6.2001
1.120,0.140,3.3400,0,6.1896
1.130,0.140,3.1215,0,6.1794
1.140,0.140,2.8253,0,6.1694
1.150,0.140,2.5329,0,6.1597
1.160,0.140,2.5459,0,6.1502
1.170,0.140,2.3161,0,6.1409
1.180,0.140,2.0903,0,6.1319
1.190,0.140,1.8684,0,6.1231
1.200,0.140,1.6503,0,6.1144
0.400,0.150,2.5913,1,9.3302
0.410,0.150,2.7945,1,9.1838
0.420,0.150,2.6032,1,9.0456
0.430,0.150,2.5034,1,8.9150
0.440,0.150,2.3835,1,8.7915
0.450,0.150,1.7708,1,8.6745
0.460,0.150,1.9969,1,8.5636
0.470,0.150,1.3813,1,8.4584
0.480,0.150,1.0000,1,8.3585
0.490,0.150,1.0000,1,8.2636
0.500,0.150,1.0000,1,8.1733
0.510,0.150,1.0000,1,8.0873
0.520,0.150,1.2389,0,8.0054
0.530,0.150,2.6377,0,7.9273
0.540,0.150,4.1156,0,7.8528
0.550,0.150,4.0030,0,7.7817
0.560,0.150,3.6957,0,7.7137
0.570,0.150,3.7080,0,7.6487
0.580,0.150,3.6904,0,7.5866
0.590,0.150,3.4079,0,7.5271
0.600,0.150,2.8345,0,7.4701
0.610,0.150,2.2746,0,7.4155
0.620,0.150,2.4505,0,7.3631
0.630,0.150,2.4597,0,7.3129
0.640,0.150,2.1728,0,7.2647
0.650,0.150,2.1649,0,7.2183
0.660,0.150,2.5143,0,7.1738
0.670,0.150,2.7858,0,7.1310
0.680,0.150,2.5357,0,7.0899
0.690,0.150,2.6420,0,7.0503
0.700,0.150,2.8505,0,7.0121
0.710,0.150,3.3615,0,6.9754
0.720,0.150,3.9913,0,6.9400
0.730,0.150,4.1144,0,6.9059
0.740,0.150,4.2321,0,6.8730
0.750,0.150,3.8727,0,6.8412
0.760,0.150,3.3156,0,6.8106
0.770,0.150,3.0153,0,6.7810
0.780,0.150,2.7227,0,6.7524
0.790,0.150,2.4377,0,6.7248
0.800,0.150,2.3490,0,6.6981
0.810,0.150,2.2763,0,6.6723
0.820,0.150,2.3314,0,6.6474
0.830,0.150,2.5289,0,6.6232
0.840,0.150,2.8136,0,6.5998
0.850,0.150,3.0932,0,6.5772
0.860,0.150,3.3664,0,6.5552
0.870,0.150,3.5960,0,6.5340
0.880,0.150,3.4389,0,6.5134
0.890,0.150,3.2840,0,6.4934
0.900,0.150,3.1314,0,6.4741
0.910,0.150,2.9809,0,6.4553
0.920,0.150,2.8568,0,6.4371
0.930,0.150,2.8568,0,6.4194
0.940,0.150,2.6331,0,6.4022
0.950,0.150,2.4147,0,6.3855
0.960,0.150,2.2013,0,6.3693
0.970,0.150,1.9928,0,6.3536
0.980,0.150,1.7892,0,6.3383
0.990,0.150,1.5901,0,6.3234
1.000,0.150,1.3956,0,6.3089
1.010,0.150,1.4361,0,6.2949
1.020,0.150,1.7962,0,6.2812
1.030,0.150,2.1517,0,6.2678
1.040,0.150,1.9067,0,6.2549
1.050,0.150,1.5281,0,6.2423
1.060,0.150,1.3254,0,6.2300
1.070,0.150,1.4032,0,6.2180
1.080,0.150,1.6058,0,6.2063
1.090,0.150,2.0431,0,6.1950
1.100,0.150,2.4743,0,6.1839
1.110,0.150,2.7977,0,6.1731
1.120,0.150,2.9208,0,6.1626
1.130,0.150,3.4896,0,6.1523
1.140,0.150,3.3603,0,6.1423
1.150,0.150,3.2318,0,6.1325
1.160,0.150,2.9396,0,6.1230
1.170,0.150,2.7095,0,6.1137
1.180,0.150,2.4835,0,6.1046
1.190,0.150,2.2639,0,6.0957
1.200,0.150,2.0572,0,6.0871
0.400,0.160,3.0475,1,9.3124
0.410,0.160,2.9074,1,9.1657
0.420,0.160,2.6476,1,9.0272
0.430,0.160,2.3774,1,8.8964
0.440,0.160,2.0610,1,8.7726
0.450,0.160,1.5472,1,8.6553
0.460,0.160,1.8895,1,8.5442
0.470,0.160,1.2634,1,8.4388
0.480,0.160,1.0000,1,8.3386
0.490,0.160,1.0000,1,8.2435
0.500,0.160,1.0000,1,8.1529
0.510,0.160,1.1032,0,8.0668
0.520,0.160,1.7091,0,7.9846
0.530,0.160,3.1735,0,7.9063
0.540,0.160,4.3031,0,7.8316
0.550,0.160,4.0329,0,7.7603
0.560,0.160,3.4727,0,7.6922
0.570,0.160,3.7194,0,7.6270
0.580,0.160,3.4814,0,7.5647
0.590,0.160,2.8847,0,7.5050
0.600,0.160,2.3803,0,7.4478
0.610,0.160,2.0075,0,7.3931
0.620,0.160,2.1730,0,7.3405
0.630,0.160,2.6667,0,7.2901
0.640,0.160,2.5369,0,7.2418
0.650,0.160,2.4602,0,7.1953
0.660,0.160,2.6980,0,7.1506
0.670,0.160,2.6444,0,7.1077
0.680,0.160,2.3919,0,7.0664
0.690,0.160,2.5307,0,7.0267
0.700,0.160,2.8583,0,6.9884
0.710,0.160,3.5958,0,6.9515
0.720,0.160,4.2084,0,6.9160
0.730,0.160,4.3336,0,6.8818
0.740,0.160,4.2884,0,6.8488
0.750,0.160,3.6143,0,6.8169
0.760,0.160,3.0788,0,6.7862
0.770,0.160,2.7752,0,6.7565
0.780,0.160,2.4795,0,6.7278
0.790,0.160,2.3655,0,6.7001
0.800,0.160,2.2901,0,6.6733
0.810,0.160,2.2796,0,6.6474
0.820,0.160,2.3431,0,6.6223
0.830,0.160,2.5463,0,6.5981
0.840,0.160,2.8334,0,6.5746
0.850,0.160,3.1266,0,6.5519
0.860,0.160,3.4807,0,6.5299
0.870,0.160,3.7019,0,6.5085
0.880,0.160,3.5438,0,6.4879
0.890,0.160,3.3878,0,6.4678
0.900,0.160,3.2341,0,6.4484
0.910,0.160,3.0825,0,6.4295
0.920,0.160,2.8053,0,6.4112
0.930,0.160,2.5736,0,6.3935
0.940,0.160,2.3473,0,6.3762
0.950,0.160,2.1262,0,6.3595
0.960,0.160,1.9103,0,6.3432
0.970,0.160,1.6993,0,6.3274
0.980,0.160,1.4931,0,6.3120
0.990,0.160,1.2917,0,6.2971
1.000,0.160,1.2396,0,6.2825
1.010,0.160,1.2218,0,6.2684
1.020,0.160,1.4693,0,6.2547
1.030,0.160,1.8243,0,6.2413
1.040,0.160,2.1667,0,6.2283
1.050,0.160,1.7882,0,6.2156
1.060,0.160,1.4148,0,6.2033
1.070,0.160,1.1231,0,6.1912
1.080,0.160,1.1078,0,6.1795
1.090,0.160,1.2706,0,6.1681
1.100,0.160,1.6357,0,6.1570
1.110,0.160,2.0587,0,6.1461
1.120,0.160,2.3380,0,6.1356
1.130,0.160,2.7022,0,6.1253
1.140,0.160,3.2065,0,6.1152
1.150,0.160,3.0644,0,6.1054
1.160,0.160,2.6505,0,6.0958
1.170,0.160,2.2903,0,6.0865
1.180,0.160,2.2252,0,6.0773
1.190,0.160,2.1611,0,6.0684
1.200,0.160,2.0980,0,6.0597
0.400,0.170,3.5051,1,9.2946
0.410,0.170,3.0207,1,9.1477
0.420,0.170,2.4261,1,9.0089
0.430,0.170,2.4188,1,8.8778
0.440,0.170,1.8850,1,8.7537
0.450,0.170,1.5765,1,8.6362
0.460,0.170,1.7758,1,8.5249
0.470,0.170,1.1453,1,8.4192
0.480,0.170,1.0000,1,8.3188
0.490,0.170,1.0000,1,8.2234
0.500,0.170,1.0764,1,8.1327
0.510,0.170,1.3564,0,8.0463
0.520,0.170,2.2322,0,7.9639
0.530,0.170,3.7108,0,7.8854
0.540,0.170,4.3689,0,7.8105
0.550,0.170,3.7928,0,7.7390
0.560,0.170,3.7344,0,7.6707
0.570,0.170,3.6707,0,7.6053
